timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2021-06-05 18:49:00,b'Save the date \xe2\x8c\x9b\xef\xb8\x8f6-7-21 at 8 PM ET   https://t.co/fnS7eWJQb5   @MeganFerne @mrshowell24  #edtech #ditchbook #tlap #ETCoaches  #hacklearning #GSuiteEdu #GoogleEDU #celebratED #cuechat #k12artchat #masterychat #EduGladiators #edchat #LeadLAP  #eduprotocols #googlei https://t.co/GjOyrtrYEy',b'GoldEDULLC',"['edtech', 'ditchbook', 'tlap', 'ETCoaches', 'hacklearning', 'GSuiteEdu', 'GoogleEDU', 'celebratED', 'cuechat', 'k12artchat', 'masterychat', 'EduGladiators', 'edchat', 'LeadLAP', 'eduprotocols', 'googlei']",,939,0,0
2021-06-05 18:45:00,b'Students produce high quality work when we give them the chance to do so. Take a look at some impressive student pieces from K-8 students in #DC!  #EdChat @ELeducation @jheyckwilliams https://t.co/LNhOL5BPry',b'NextGenLC',"['DC', 'EdChat']",,12125,1,0
2021-06-05 18:44:36,"b'If you have published an ebook, what company has worked for you? TIA #edchat #writerscommunity'",b'MsGonzalezNoemi',"['edchat', 'writerscommunity']",CA,1239,1,1
2021-06-05 18:41:17,b'I expect to repeat this scenario many times next year! #MTBoS #ITeachMath #EdChat https://t.co/q6F9ukKDRC',b'bobsonwong',"['MTBoS', 'ITeachMath', 'EdChat']","Queens, New York",1414,0,1
2021-06-05 18:41:00,"b""Duel processing is when students learn in 2 ways at the same time.  Here's a diagram with a question to help students do this.  #ukedchat #revision #gcse #science #nqtchat #ittchat #aussieED #edchat #aqabiology https://t.co/WwJZ7xjD08""",b'teacherchalky1',"['ukedchat', 'revision', 'gcse', 'science', 'nqtchat', 'ittchat', 'aussieED', 'edchat', 'aqabiology']",,5309,0,0
2021-06-05 18:34:13,b'Do you need some #UDL brilliance? Look no further than my EP27 @TomSchimmerPod interview with @leeannjung; now posted on YouTube! https://t.co/TdCUxfdeV4  #ATAssessment #TeachBetter #edchat #atplc #udlchat #UDL #RTI #learning #SpecialEducation #SPED #ssessment #grading #inclusion https://t.co/ujhghn6qPh',b'TomSchimmer',"['UDL', 'ATAssessment', 'TeachBetter', 'edchat', 'atplc', 'udlchat', 'UDL', 'RTI', 'learning', 'SpecialEducation', 'SPED', 'ssessment', 'grading', 'inclusion']","📍Surrey, British Columbia",11700,0,1
2021-06-05 18:30:10,b'Celebrating the Filipino American Students Who Fought the SAT/ACT to Make Higher Ed More Diverse https://t.co/qhhRyHI7HU #college #collegetalk #SAT #ACT #Filipino #educhat #highschool #HigherEd #FilipinoAmerican #collegenews #diversity #edchat',b'College_Experts',"['college', 'collegetalk', 'SAT', 'ACT', 'Filipino', 'educhat', 'highschool', 'HigherEd', 'FilipinoAmerican', 'collegenews', 'diversity', 'edchat']",United States,20405,0,0
2021-06-05 18:30:00,b'ICYMI Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdvFzA #aussieED #edchat #edreform #education #ukedchat',b'greg_ashman',"['aussieED', 'edchat', 'edreform', 'education', 'ukedchat']","Ballarat, Victoria",16820,0,0
2021-06-05 18:29:28,"b'Roz Chast and Patty Marx talk about teachers &amp; teaching in today\xe2\x80\x99s \xe2\x80\x9cShow Teachers the Love!\xe2\x80\x9d sneak peek! Teachers: we celebrate you in 2 days! Sit back, relax, and feel the love on Monday, June 7, 6-6:30 p.m. Sign up: https://t.co/EggZylEQpz #edchat #edutwitter https://t.co/5HBBN6O2pG'",b'AcademyforTeach',"['edchat', 'edutwitter']","New York, NY",624,1,2
2021-06-05 18:25:08,"b'Can you recommend anyone for this job? Director Facility Operations/Energy Manager - https://t.co/ila8R94UbV #OklahomaCity, OK #edchat'",b'JobsatOSUOKC',"['OklahomaCity', 'edchat']","Oklahoma City, OK",84,0,0
2021-06-05 18:22:55,b'SLIMS * https://t.co/HFQAgZpTCD  * https://t.co/q4VAj8tGuo  * https://t.co/bgbAKX23NP   #education #edtech #pendidikan #edchat #html #edu #tutorial #vokasi #schools #teachers #web #edutech #internet #blog #blogger #computer #smkn1panyingkiran',b'mesa_2018',"['education', 'edtech', 'pendidikan', 'edchat', 'html', 'edu', 'tutorial', 'vokasi', 'schools', 'teachers', 'web', 'edutech', 'internet', 'blog', 'blogger', 'computer', 'smkn1panyingkiran']",,50,5,1
2021-06-05 18:18:01,"b'Download our quick free guide on spaced #retrievalpractice! #edchat #powerfulteaching @poojaagarwal @cultofpedagogy @jmattmiller @douglemov @acethattest https://t.co/mSIRsBkVgw,'",b'RetrieveLearn',"['retrievalpractice', 'edchat', 'powerfulteaching']","Boston, MA",19816,3,11
2021-06-05 18:15:09,b'Really good stuff and @ngssfresno is amazing! #BLinAction #CrazyPLN #edchat #educhat #MTedchat #ngss #NGSSchat #notebooking #science #scitlap #scilap #tlap #sketchnote https://t.co/DLGTIISxTE',b'KollmanRebecca',"['BLinAction', 'CrazyPLN', 'edchat', 'educhat', 'MTedchat', 'ngss', 'NGSSchat', 'notebooking', 'science', 'scitlap', 'scilap', 'tlap', 'sketchnote']","Sidney, MT",436,0,1
2021-06-05 18:01:58,b'SLIMS * https://t.co/azVEBlnqdk  * https://t.co/NQYbSgffIl  * https://t.co/NukJi3tY7F   #education #edtech #pendidikan #edchat #html #edu #tutorial #vokasi #schools #teachers #web #edutech #internet #blog #blogger #computer #smkn1panyingkiran',b'smkn1pnyk',"['education', 'edtech', 'pendidikan', 'edchat', 'html', 'edu', 'tutorial', 'vokasi', 'schools', 'teachers', 'web', 'edutech', 'internet', 'blog', 'blogger', 'computer', 'smkn1panyingkiran']","Majalengka, Indonesia",137,8,5
2021-06-05 18:01:06,"b'To celebrate World Environment Day, we encourage our Hacienda La Puente USD Community to join us as we work to protect and restore the environment. . . #HaciendaLaPuenteUSD #WorldEnvironmentDay #EdChat #Education #K12Schools #K12Education https://t.co/0qhJXMM304'",b'hlpusd',"['HaciendaLaPuenteUSD', 'WorldEnvironmentDay', 'EdChat', 'Education', 'K12Schools', 'K12Education']","City of Industry, CA",1208,0,0
2021-06-05 18:00:12,"b'You know, a hard of COVID Ed is etching kids cash the cheques adults wrote on their behalf. The absence of student voice should tell us all we are missing something huge!  How can we  teach them to be active the world when we don\xe2\x80\x99t solicit their expressions? #edchat'",b'symecreative',['edchat'],"Glooscap 35, Nova Scotia",518,0,2
2021-06-05 18:00:00,"b""NEW POST Cognitive Load Misinformation: An academic from Alberta's attempt to use cognitive load theory to argue against a knowledge-rich curriculum https://t.co/H6UoGF0h6O #aussieED #edchat #edreform #education #ukedchat""",b'greg_ashman',"['aussieED', 'edchat', 'edreform', 'education', 'ukedchat']","Ballarat, Victoria",16820,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #PaddisonES #WorldEnvironmentDay #EdChat #Education https://t.co/0Ra1ACvHkf'",b'Paddison_ES',"['LittleLakeCSD', 'PaddisonES', 'WorldEnvironmentDay', 'EdChat', 'Education']","12100 Crew St., Norwalk, CA 90650",37,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #LakelandES #WorldEnvironmentDay #EdChat #Education https://t.co/RGWYJomWhT'",b'Lakeland_ES',"['LittleLakeCSD', 'LakelandES', 'WorldEnvironmentDay', 'EdChat', 'Education']","11224 Bombardier Ave., Norwalk , Ca 90650",36,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #JerseyAveES #WorldEnvironmentDay #EdChat #Education https://t.co/DRen4US9Yo'",b'JerseyAve_ES',"['LittleLakeCSD', 'JerseyAveES', 'WorldEnvironmentDay', 'EdChat', 'Education']","9400 jersey Ave., Santa Fe Springs, Ca 90670",39,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #CressonES #WorldEnvironmentDay #EdChat #Education https://t.co/TcXRPVbZNo'",b'Cresson_ES',"['LittleLakeCSD', 'CressonES', 'WorldEnvironmentDay', 'EdChat', 'Education']","11650 Cresson St, Norwalk, CA 90650",33,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #LakeCenterMS #WorldEnvironmentDay #EdChat #Education https://t.co/9dfiuz0Elt'",b'LakeCenter_MS',"['LittleLakeCSD', 'LakeCenterMS', 'WorldEnvironmentDay', 'EdChat', 'Education']","10503 Pioneer Blvd., Santa Fe Springs, CA 90670",37,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #StudebakerES #WorldEnvironmentDay #EdChat #Education https://t.co/RcU0q1uEa1'",b'Studebaker_ES',"['LittleLakeCSD', 'StudebakerES', 'WorldEnvironmentDay', 'EdChat', 'Education']","11800 Halcourt Ave, Norwalk, CA 90650",36,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #WilliamOrrES #WorldEnvironmentDay #EdChat #Education https://t.co/zfOYukdsU2'",b'WilliamOrr_ES',"['LittleLakeCSD', 'WilliamOrrES', 'WorldEnvironmentDay', 'EdChat', 'Education']","12130 s Jersey Ave, Norwalk, CA 90650",45,0,0
2021-06-05 17:53:03,"b'Happy World Environment Day! In honor of today, we would like to encourage our Little Lake CSD Community to reduce, reuse, and recycle in an effort to protect and restore the world around us.  . . #LittleLakeCSD #WorldEnvironmentDay #EdChat #Education https://t.co/DMNjoNSnZ3'",b'LittleLakeCSD',"['LittleLakeCSD', 'WorldEnvironmentDay', 'EdChat', 'Education']","Santa Fe Springs, CA",127,0,0
2021-06-05 17:50:18,b'Ditch That Textbook by Matt Miller #edtech #edchat https://t.co/QmsEK7NWyK',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,0
2021-06-05 17:50:02,b'Legacy Admissions Banned At Colorado\xe2\x80\x99s Public Colleges https://t.co/eM92yjfKfD #collegetalk #college #publiccollege  #educhat #highschool #legacyadmissions #colorado  #edchat #parenting #HigherEd #admissions',b'College_Experts',"['collegetalk', 'college', 'publiccollege', 'educhat', 'highschool', 'legacyadmissions', 'colorado', 'edchat', 'parenting', 'HigherEd', 'admissions']",United States,20405,1,0
2021-06-05 17:50:02,b'This is what the best teachers do....   #AussieED #sltchat #ukedchat #womened #edchat https://t.co/6MPRX7F3Jj',b'Vivgrant',"['AussieED', 'sltchat', 'ukedchat', 'womened', 'edchat']",London,15567,0,7
2021-06-05 17:34:42,b'The @ChiGrrll Education Policy Daily is out! https://t.co/mdTx8wGdxr #edchat #edreform Stories via @juscohen @BobWise48',b'chigrrll',"['edchat', 'edreform']","Chicago, IL",1418,0,0
2021-06-05 17:33:04,"b'the world awakening to strains of #covid_19 that are particularly hard on young children, bracing for another year of #remotelearning periods   https://t.co/d7iB3l52Z9 #gamma #brazil #brasil #pandemic #southamerica #k12 #edchat #edpolicy #edchat https://t.co/i0hWyCNlAw'",b'chrisdavisLens',"['covid_19', 'remotelearning', 'gamma', 'brazil', 'brasil', 'pandemic', 'southamerica', 'k12', 'edchat', 'edpolicy', 'edchat']",Earth,2261,1,0
2021-06-05 17:32:44,b'This scholar is the real deal. I would encourage all of my followers to check out this book!   #EdChat https://t.co/8L8cTcKBT0',b'Brad_Carpenter',['EdChat'],"Waco, TX",6212,2,1
2021-06-05 17:30:03,b'Beta testers needed! Help us improve our latest interactive audio game. Wings is perfect for children between the ages of 6-8 looking to sharpen their #math skills! #voicefirst #EdChat #mathematics #EdLeaders @NaslundTova https://t.co/ehgtLZyWFR https://t.co/0qx1bqf52L',b'ASR_Podcast',"['math', 'voicefirst', 'EdChat', 'mathematics', 'EdLeaders']",Everywhere,1325,1,0
2021-06-05 17:27:19,"b'tools for the #hybridlearning #remotelearning work station, definitely worth looking through   https://t.co/GhX8PATXJ2 #edtech #education #k12 #technology #remotework #edchat https://t.co/Ue3PeygPow'",b'chrisdavisLens',"['hybridlearning', 'remotelearning', 'edtech', 'education', 'k12', 'technology', 'remotework', 'edchat']",Earth,2261,0,0
2021-06-05 17:22:58,b'Thinking about teaching yourself or your children to code? Where do you start?  Read my getting into #Coding blog at https://t.co/MoQwhI6ey0  #Programming #edchat #kids',b'ITMAN101',"['Coding', 'Programming', 'edchat', 'kids']",,552,0,1
2021-06-05 17:22:00,b'Become Edulastic Certified this summer \xf0\x9f\x98\x8d\xf0\x9f\x99\x8c\xe2\x98\x80\xef\xb8\x8f  \xe2\x9e\xa1\xef\xb8\x8f https://t.co/oOaSqCbdAq #edchat #Edulastic https://t.co/VyVpvy6FEn',b'Edulastic',"['edchat', 'Edulastic']","Fremont, CA",6639,0,1
2021-06-05 17:15:00,b'From @Aiworldschool1  AI Virtual Driverless Car Course\xe2\x80\x9d for students ages 14+ #AI #SummerCamp2021! Students can discover technologies behind driverless cars &amp; learn how self-driving cars work. #k12 #AI4K12 #stem #edchat #coding #STEM #edtech https://t.co/661OBfqRQo',b'Rdene915',"['AI', 'SummerCamp2021', 'k12', 'AI4K12', 'stem', 'edchat', 'coding', 'STEM', 'edtech']",Pittsburgh,29246,2,1
2021-06-05 17:12:05,b'It\xe2\x80\x99s arriving in mailboxes now! #greenschools #sustainability #leadership #edchat @UCEA @RoutledgeEOE https://t.co/THoFynpeJc',b'lisakensler',"['greenschools', 'sustainability', 'leadership', 'edchat']","Auburn, AL",1006,1,6
2021-06-05 17:05:03,"b'\xf0\x9f\xa4\xa9 Do you also want one of the official #TEACH2021 mugs? It can be yours! Be one the first 1,000 registrants\xf0\x9f\x98\x8d and you will get the cool mug in the mail \xf0\x9f\x93\xab.   Learn more \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd https://t.co/KaRzOFdxtZ  #EdChat #Educhat #DistanceLearning @AFTunion @MarlaUcelli https://t.co/rbjasbcJLa'",b'AFTteach',"['TEACH2021', 'EdChat', 'Educhat', 'DistanceLearning']","Washington, DC",6333,1,0
2021-06-05 17:04:01,"b""If you are a #HighSchool teacher &amp; you're looking for innovative learning resources to open the conversation on #diversity, culture, language, race, gender, beliefs or socioeconomics. Check out this list!  https://t.co/aKW8w8pPEl  #EdChat #pridemonth #LBGTQ @AFTunion @AFTteach https://t.co/HPaQm04r6l""",b'sharemylesson',"['HighSchool', 'diversity', 'EdChat', 'pridemonth', 'LBGTQ']","Washington, DC",13874,1,1
2021-06-05 17:03:58,"b'Big Education Ape: TOP POSTS THIS WEEK Saturday, June 5, 2021 #REDFORED #tbats #openonlywhensafe #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH - https://t.co/H4saVGavyZ https://t.co/EAtTDgTxTQ'",b'coopmike48',"['REDFORED', 'tbats', 'openonlywhensafe', 'edchat', 'K12', 'learning', 'edleadership', 'edtech', 'engchat', 'literacy', 'edreform', 'TEACHTRUTH']",California,7871,1,0
2021-06-05 17:03:44,"b""Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Saturday, June 5, 2021 #REDFORED #tbats #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH - https://t.co/wL9CzajU7V https://t.co/XzzCcgHyFw""",b'coopmike48',"['REDFORED', 'tbats', 'edchat', 'K12', 'learning', 'edleadership', 'edtech', 'engchat', 'literacy', 'edreform', 'TEACHTRUTH']",California,7871,1,0
2021-06-05 17:02:50,b'It was so fun to receive this email from @AnnholmNet and my editor on our upcoming @ASCD book #education #bandwidth #edchat https://t.co/cl04B0XHF4',b'JaneKise',"['education', 'bandwidth', 'edchat']",MN,3532,0,1
2021-06-05 16:58:47,"b'Big Education Ape: TOP POSTS THIS WEEK Saturday, June 5, 2021 #REDFORED #tbats #openonlywhensafe #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH - https://t.co/ZUFQhL0YMh https://t.co/NoXz9tcDmB'",b'coopmike48',"['REDFORED', 'tbats', 'openonlywhensafe', 'edchat', 'K12', 'learning', 'edleadership', 'edtech', 'engchat', 'literacy', 'edreform', 'TEACHTRUTH']",California,7871,1,0
2021-06-05 16:58:31,"b'Big Education Ape: TOP POSTS THIS WEEK Saturday, June 5, 2021 #REDFORED #tbats #openonlywhensafe #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH - https://t.co/ZUFQhL0YMh https://t.co/jvny3rMwBp'",b'coopmike48',"['REDFORED', 'tbats', 'openonlywhensafe', 'edchat', 'K12', 'learning', 'edleadership', 'edtech', 'engchat', 'literacy', 'edreform', 'TEACHTRUTH']",California,7871,0,0
2021-06-05 16:51:30,"b""Wow #NYC #DOE @NYCSchools sent out emails to check your MySchools account as #GiftedAndTalented #Gifted G&amp;T letters are ready, but when you login in its a notice that letters won't be ready until July. WTF? This is just being cruel to parents for the sake of being cruel #edchat""",b'PuppyKhan',"['NYC', 'DOE', 'GiftedAndTalented', 'Gifted', 'edchat']",NYC,649,0,0
2021-06-05 16:49:52,"b'New Podcast Episode Alert in honor of the 3rd Anniversary of my book, #ThePepperEffect!   Listen to the most recent episode of my podcast: Happy Birthday to #ThePepperEffect!  https://t.co/ytFXn8xdnY  #dbcincbooks #JoyfulLeaders #edchat #k12 #Empathetic_Educators https://t.co/3nhQCyHzkd'",b'smgaillard',"['ThePepperEffect', 'ThePepperEffect', 'dbcincbooks', 'JoyfulLeaders', 'edchat', 'k12', 'Empathetic_Educators']","Winston-Salem, NC",37970,4,4
2021-06-05 16:49:19,"b'To Be a Professional, Act Like an Amateur https://t.co/TuGLp4dMsC #educoach #cpchat #suptchat #satchat #edchat'",b'ReadByExample',"['educoach', 'cpchat', 'suptchat', 'satchat', 'edchat']","Mineral Point, WI",9873,2,3
2021-06-05 16:49:05,b'TeacherCon Day One with @codeorg @teachcode #edtech #edchat https://t.co/9SRHV3Ao8h',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1782,0,1
2021-06-05 16:43:07,"b'Educators/Teachers of English Language Arts: subscribe to our blog, podcast, &amp; social media channels; access\xf0\x9f\x86\x93professional learning &amp; A-G approved ELA/ELD curriculum! Get the #ERWC 3.0 update! https://t.co/LYYsbfVTR7 #EngChat #ELAChat #ELAELD #EdChat https://t.co/w1cTKjb0YX'",b'CSU_ERWC',"['ERWC', 'EngChat', 'ELAChat', 'ELAELD', 'EdChat']",California,205,5,5
2021-06-05 16:40:06,b'#Numberella encourages children to concentrate &amp; repeat simple maths facts.    \xf0\x9f\x8d\x90  #behaviour #Curriculum #edchat #eal #fun    #gifted  #growth #homeschooling2021 #k12 #learn #math #Numberellaworld #saturdayfeeling #STEM #student @mitchemm13   &gt;&gt;&gt; https://t.co/WfBf1lxXTL https://t.co/WOhHo5xd9i',b'_JinGenie',"['Numberella', 'behaviour', 'Curriculum', 'edchat', 'eal', 'fun', 'gifted', 'growth', 'homeschooling2021', 'k12', 'learn', 'math', 'Numberellaworld', 'saturdayfeeling', 'STEM', 'student']",Probabilium ,20,1,0
2021-06-05 16:37:07,"b""Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Saturday, June 5, 2021 #REDFORED #tbats #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH - https://t.co/9prk40aJCr https://t.co/6ebHNrOgoa""",b'coopmike48',"['REDFORED', 'tbats', 'edchat', 'K12', 'learning', 'edleadership', 'edtech', 'engchat', 'literacy', 'edreform', 'TEACHTRUTH']",California,7871,1,0
2021-06-05 16:35:06,b'Concentrated Repetition helps students learn by reinforcing facts!   \xf0\x9f\x8d\x8f  #Numberella  #classroom #edchat #edutwitter #gamification #giving  #growth #homeschooling2021 #iteachmath  #maths #motivation #professional  #saturdayvibes #STEM @REL_Washington   &gt;&gt;&gt; https://t.co/N0e5VGgY9U https://t.co/qe2UpNzny4',b'RonnieResist',"['Numberella', 'classroom', 'edchat', 'edutwitter', 'gamification', 'giving', 'growth', 'homeschooling2021', 'iteachmath', 'maths', 'motivation', 'professional', 'saturdayvibes', 'STEM']",,6,0,0
2021-06-05 16:35:03,b'SEL in the Era of COVID-19 https://t.co/Rn53HhM1qM via @Getting_Smart #SELchat #SEL #edchat',b'Eduporium',"['SELchat', 'SEL', 'edchat']","Newton, MA",56555,1,0
2021-06-05 16:35:00,"b""Here's a quick idea of something you can use in the classroom, hopefully it gives you a bit of inspiration!  #ukedchat #science #nqtchat #ittchat #aussieED #edchat https://t.co/dX12icZLlN""",b'teacherchalky1',"['ukedchat', 'science', 'nqtchat', 'ittchat', 'aussieED', 'edchat']",,5309,0,0
2021-06-05 16:31:01,b'TI: Keys To Effective Online Classroom Management. https://t.co/fJMs8dtL1f #edtech #edchat #elemchat #3rdchat #4thchat #5thchat #middlechat #mschat #6thchat #7thchat #hschat #9thchat #10thchat #11thchat #behavior #remotelearning https://t.co/BXVKSFVDnG',b'teacheridea',"['edtech', 'edchat', 'elemchat', '3rdchat', '4thchat', '5thchat', 'middlechat', 'mschat', '6thchat', '7thchat', 'hschat', '9thchat', '10thchat', '11thchat', 'behavior', 'remotelearning']",,2050,0,0
2021-06-05 16:30:13,b'#Numberella reinforces learning through motivated repetition!    \xf0\x9f\x8c\x8e  #edchat #eal #fun  #growth  #growthmindset #homeschooling2021 #k12 #math #saturdaymotivation #STEM #sendvoices #switchoffsaturday #teacherhugradio @eliseheil   &gt;&gt;&gt; https://t.co/iOMxHIq5Ym https://t.co/fNDPgs1O3K',b'numberellaworld',"['Numberella', 'edchat', 'eal', 'fun', 'growth', 'growthmindset', 'homeschooling2021', 'k12', 'math', 'saturdaymotivation', 'STEM', 'sendvoices', 'switchoffsaturday', 'teacherhugradio']","London, England",469,1,0
2021-06-05 16:30:01,b'Research continues to show why addressing the #digitaldivide systemically is critical for student success. https://t.co/58JQxJ8hxK Temporary stop gap measures are not enough!  #education #edchat #edtech https://t.co/0UHfUWiC8l',b'MattHiefield',"['digitaldivide', 'education', 'edchat', 'edtech']","Beaverton, OR",51328,1,1
2021-06-05 16:30:00,b'ICYMI Mundanisation: When old teapots are more interesting than ancient battles https://t.co/lTOoUdNgYa #ukedchat #edchat #edreform #education #aussieED',b'greg_ashman',"['ukedchat', 'edchat', 'edreform', 'education', 'aussieED']","Ballarat, Victoria",16820,0,0
2021-06-05 16:25:59,"b""The latest Chu's News! https://t.co/z7vpzqToyL #schoolchoice #edchat""",b'Dale_Chu',"['schoolchoice', 'edchat']","Denver, Colorado",3215,0,0
2021-06-05 16:25:05,b'#Numberella World Teaching tip: Motivated Repetition    \xf0\x9f\x91\x8d  #blendedlearning #edchat #educationalgames #edutwitter  #growth #home #homeschooling2021 #k12 #learn #online #saturdaymorning #STEM @QOHSPrin_Thomas   &gt;&gt;&gt; https://t.co/ZGMjZ6Y04y https://t.co/afqoj1HDZa',b'harry_hijack',"['Numberella', 'blendedlearning', 'edchat', 'educationalgames', 'edutwitter', 'growth', 'home', 'homeschooling2021', 'k12', 'learn', 'online', 'saturdaymorning', 'STEM']",Probabilium,19,1,0
2021-06-05 16:23:48,b'Gotta love #ditchbook so many wonderful #edtech resources.  Thank you @jmattmiller  #elearning #virtual  #Teacher  #growPLN  #Positive #edchat  #classroom @ShiftParadigm @tracyscottkelly @semedina51 @AwesomismMom @gary_hensel @jedipadmaster https://t.co/FC7G8h4RSb',b'JudyWilliamsMEd',"['ditchbook', 'edtech', 'elearning', 'virtual', 'Teacher', 'growPLN', 'Positive', 'edchat', 'classroom']",New Mexico,171,0,2
